Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
2,MTR-APK-0002,Group,Shared Experience,Trip,Travel,Expense,2026-06-16,03:13:25,2026-06-16 03:13:25,24638.31,INR,-24638.31,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-TRIP-0002 | Travel | 24638.31,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0002,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-APK-GROUP-TRIP-0002 | Travel | 24638.31,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2183,MTR-APK-2183,Group,Shared Purchase,Purchase,Other,Expense,2025-09-07,23:00:00,2025-09-07 23:00:00,10000.0,INR,-10000.0,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-PURCHASE-2183 | Other | 10000.00,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2183,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-APK-GROUP-PURCHASE-2183 | Other | 10000.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2186,MTR-APK-2186,Group,Shared Purchase,Assets,Purchase,Expense,2025-10-31,18:42:59,2025-10-31 18:42:59,16556.5,INR,-16556.5,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-ASSETS-2186 | Purchase | 16556.50,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2186,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Purchase,MAESTRO-APK-GROUP-ASSETS-2186 | Purchase | 16556.50,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2189,MTR-APK-2189,Group,Shared Purchase,Assets,Maintenance,Expense,2026-06-17,10:10:31,2026-06-17 10:10:31,16608.98,INR,-16608.98,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-ASSETS-2189 | Maintenance | 16608.98,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2189,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Maintenance,MAESTRO-APK-GROUP-ASSETS-2189 | Maintenance | 16608.98,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2192,MTR-APK-2192,Group,Shared Purchase,Assets,Repair,Expense,2026-01-28,05:51:35,2026-01-28 05:51:35,23346.27,INR,-23346.27,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-ASSETS-2192 | Repair | 23346.27,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2192,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Repair,MAESTRO-APK-GROUP-ASSETS-2192 | Repair | 23346.27,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2195,MTR-APK-2195,Group,Shared Purchase,Assets,Insurance,Expense,2026-03-14,05:05:21,2026-03-14 05:05:21,16922.37,INR,-16922.37,APK Meera,3,SHARES,MAESTRO-APK-GROUP-ASSETS-2195 | Insurance | 16922.37,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2195,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Insurance,MAESTRO-APK-GROUP-ASSETS-2195 | Insurance | 16922.37,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2198,MTR-APK-2198,Group,Shared Purchase,Assets,Other,Expense,2025-12-21,06:13:48,2025-12-21 06:13:48,29026.52,INR,-29026.52,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-ASSETS-2198 | Other | 29026.52,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2198,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Other,MAESTRO-APK-GROUP-ASSETS-2198 | Other | 29026.52,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2201,MTR-APK-2201,Group,Shared Purchase,Custom Purchase,Custom Expense,Expense,2025-09-24,07:01:49,2025-09-24 07:01:49,15153.66,INR,-15153.66,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-2201 | Custom Expense | 15153.66,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2201,android,G08,COMMUNITY_PURCHASE,Expense,G08:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Custom Expense,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-2201 | Custom Expense | 15153.66,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2204,MTR-APK-2204,Group,Shared Purchase,Custom Purchase,Custom Contribution,Contribution,2026-03-10,10:21:48,2026-03-10 10:21:48,1866.96,INR,1866.96,APK Meera,3,EXACT,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-2204 | Custom Contribution | 1866.96,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2204,android,G08,COMMUNITY_PURCHASE,Contribute,G08:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.exact,Custom Contribution,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-2204 | Custom Contribution | 1866.96,JOINED,
2207,MTR-APK-2207,Group,Shared Living,Flatmates,Rent,Expense,2025-09-23,19:39:23,2025-09-23 19:39:23,12317.22,INR,-12317.22,APK Owner,3,SHARES,MAESTRO-APK-GROUP-FLATMATES-2207 | Rent | 12317.22,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2207,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Rent,MAESTRO-APK-GROUP-FLATMATES-2207 | Rent | 12317.22,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2210,MTR-APK-2210,Group,Shared Living,Flatmates,Utilities,Expense,2026-03-28,09:00:48,2026-03-28 09:00:48,24098.61,INR,-24098.61,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-FLATMATES-2210 | Utilities | 24098.61,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2210,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Utilities,MAESTRO-APK-GROUP-FLATMATES-2210 | Utilities | 24098.61,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2213,MTR-APK-2213,Group,Shared Living,Flatmates,Groceries,Expense,2026-08-12,00:56:42,2026-08-12 00:56:42,21438.55,INR,-21438.55,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-FLATMATES-2213 | Groceries | 21438.55,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2213,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Groceries,MAESTRO-APK-GROUP-FLATMATES-2213 | Groceries | 21438.55,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2216,MTR-APK-2216,Group,Shared Living,Flatmates,Internet,Expense,2026-02-11,13:53:11,2026-02-11 13:53:11,4146.32,INR,-4146.32,APK Owner,3,EXACT,MAESTRO-APK-GROUP-FLATMATES-2216 | Internet | 4146.32,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2216,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Internet,MAESTRO-APK-GROUP-FLATMATES-2216 | Internet | 4146.32,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2219,MTR-APK-2219,Group,Shared Living,Flatmates,House Supplies,Expense,2026-07-12,03:23:06,2026-07-12 03:23:06,21547.59,INR,-21547.59,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FLATMATES-2219 | House Supplies | 21547.59,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2219,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,House Supplies,MAESTRO-APK-GROUP-FLATMATES-2219 | House Supplies | 21547.59,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2222,MTR-APK-2222,Group,Shared Living,Flatmates,Repairs,Expense,2026-08-01,07:30:14,2026-08-01 07:30:14,4139.51,INR,-4139.51,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-FLATMATES-2222 | Repairs | 4139.51,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2222,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Repairs,MAESTRO-APK-GROUP-FLATMATES-2222 | Repairs | 4139.51,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2225,MTR-APK-2225,Group,Shared Living,Shared Living,Rent,Expense,2026-07-30,07:20:25,2026-07-30 07:20:25,7109.74,INR,-7109.74,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-2225 | Rent | 7109.74,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2225,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Rent,MAESTRO-APK-GROUP-SHARED_LIVING-2225 | Rent | 7109.74,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2228,MTR-APK-2228,Group,Shared Living,Shared Living,Utilities,Expense,2025-10-31,00:04:25,2025-10-31 00:04:25,2691.5,INR,-2691.5,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-SHARED_LIVING-2228 | Utilities | 2691.50,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2228,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-APK-GROUP-SHARED_LIVING-2228 | Utilities | 2691.50,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2231,MTR-APK-2231,Group,Shared Living,Shared Living,Groceries,Expense,2025-11-14,02:50:00,2025-11-14 02:50:00,23257.98,INR,-23257.98,APK Meera,3,SHARES,MAESTRO-APK-GROUP-SHARED_LIVING-2231 | Groceries | 23257.98,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2231,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-APK-GROUP-SHARED_LIVING-2231 | Groceries | 23257.98,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2234,MTR-APK-2234,Group,Shared Living,Shared Living,Maintenance,Expense,2026-01-26,12:44:56,2026-01-26 12:44:56,28260.34,INR,-28260.34,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-SHARED_LIVING-2234 | Maintenance | 28260.34,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2234,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Maintenance,MAESTRO-APK-GROUP-SHARED_LIVING-2234 | Maintenance | 28260.34,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2237,MTR-APK-2237,Group,Shared Living,Shared Living,Other,Expense,2025-10-28,13:28:15,2025-10-28 13:28:15,29315.0,INR,-29315.0,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-2237 | Other | 29315.00,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2237,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-APK-GROUP-SHARED_LIVING-2237 | Other | 29315.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2240,MTR-APK-2240,Group,Shared Living,Family Household,Rent,Expense,2025-12-18,05:13:28,2025-12-18 05:13:28,20120.66,INR,-20120.66,APK Meera,3,EXACT,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2240 | Rent | 20120.66,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2240,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Rent,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2240 | Rent | 20120.66,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2243,MTR-APK-2243,Group,Shared Living,Family Household,Groceries,Expense,2025-10-28,22:53:14,2025-10-28 22:53:14,29796.76,INR,-29796.76,APK Owner,3,SHARES,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2243 | Groceries | 29796.76,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2243,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2243 | Groceries | 29796.76,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2246,MTR-APK-2246,Group,Shared Living,Family Household,Transport,Expense,2025-10-09,18:33:29,2025-10-09 18:33:29,27979.56,INR,-27979.56,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2246 | Transport | 27979.56,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2246,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Transport,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2246 | Transport | 27979.56,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2249,MTR-APK-2249,Group,Shared Living,Family Household,Bills,Expense,2025-09-23,09:17:58,2025-09-23 09:17:58,10492.65,INR,-10492.65,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2249 | Bills | 10492.65,Android,B45,RAMP_1501_2500,CREATED,idem-20260902-apk-2249,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Bills,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2249 | Bills | 10492.65,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2252,MTR-APK-2252,Group,Shared Living,Family Household,Utilities,Expense,2026-09-01,04:06:44,2026-09-01 04:06:44,25304.12,INR,-25304.12,APK Owner,3,EXACT,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2252 | Utilities | 25304.12,Android,B46,RAMP_1501_2500,CREATED,idem-20260902-apk-2252,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2252 | Utilities | 25304.12,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2255,MTR-APK-2255,Group,Shared Living,Family Household,Healthcare,Expense,2026-07-12,15:33:17,2026-07-12 15:33:17,21334.28,INR,-21334.28,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2255 | Healthcare | 21334.28,Android,B46,RAMP_1501_2500,CREATED,idem-20260902-apk-2255,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Healthcare,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2255 | Healthcare | 21334.28,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2258,MTR-APK-2258,Group,Shared Living,Custom Living,Custom Expense,Expense,2025-10-23,06:36:45,2025-10-23 06:36:45,20374.92,INR,-20374.92,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-CUSTOM_LIVING-2258 | Custom Expense | 20374.92,Android,B46,RAMP_1501_2500,CREATED,idem-20260902-apk-2258,android,G12,COMMUNITY_LIVING,Expense,G12:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Custom Expense,MAESTRO-APK-GROUP-CUSTOM_LIVING-2258 | Custom Expense | 20374.92,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2261,MTR-APK-2261,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2026-06-08,21:26:46,2026-06-08 21:26:46,3213.56,INR,3213.56,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-CUSTOM_LIVING-2261 | Custom Contribution | 3213.56,Android,B46,RAMP_1501_2500,CREATED,idem-20260902-apk-2261,android,G12,COMMUNITY_LIVING,Contribute,G12:Contribute,,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.percentage,Custom Contribution,MAESTRO-APK-GROUP-CUSTOM_LIVING-2261 | Custom Contribution | 3213.56,SKIP_CAPABILITY_GAP,Custom Living hub has no Contribution tile (same as Family Household)
2264,MTR-APK-2264,Group,Shared Experience,Trip,Travel,Expense,2026-08-02,21:10:14,2026-08-02 21:10:14,20141.92,INR,-20141.92,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-TRIP-2264 | Travel | 20141.92,Android,B46,RAMP_1501_2500,CREATED,idem-20260902-apk-2264,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Travel,MAESTRO-APK-GROUP-TRIP-2264 | Travel | 20141.92,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2267,MTR-APK-2267,Group,Shared Experience,Trip,Stay,Expense,2026-04-14,17:59:32,2026-04-14 17:59:32,21861.07,INR,-21861.07,APK Meera,3,SHARES,MAESTRO-APK-GROUP-TRIP-2267 | Stay | 21861.07,Android,B46,RAMP_1501_2500,CREATED,idem-20260902-apk-2267,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Stay,MAESTRO-APK-GROUP-TRIP-2267 | Stay | 21861.07,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2270,MTR-APK-2270,Group,Shared Experience,Trip,Food,Expense,2026-06-19,18:39:39,2026-06-19 18:39:39,24935.98,INR,-24935.98,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-TRIP-2270 | Food | 24935.98,Android,B46,RAMP_1501_2500,CREATED,idem-20260902-apk-2270,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Food,MAESTRO-APK-GROUP-TRIP-2270 | Food | 24935.98,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2273,MTR-APK-2273,Group,Shared Experience,Trip,Local Transport,Expense,2026-06-30,10:26:56,2026-06-30 10:26:56,6594.89,INR,-6594.89,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-TRIP-2273 | Local Transport | 6594.89,Android,B46,RAMP_1501_2500,CREATED,idem-20260902-apk-2273,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Local Transport,MAESTRO-APK-GROUP-TRIP-2273 | Local Transport | 6594.89,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2276,MTR-APK-2276,Group,Shared Experience,Trip,Activities,Expense,2026-04-07,20:52:26,2026-04-07 20:52:26,1062.34,INR,-1062.34,APK Meera,3,EXACT,MAESTRO-APK-GROUP-TRIP-2276 | Activities | 1062.34,Android,B46,RAMP_1501_2500,CREATED,idem-20260902-apk-2276,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Activities,MAESTRO-APK-GROUP-TRIP-2276 | Activities | 1062.34,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2279,MTR-APK-2279,Group,Shared Experience,Trip,Shopping,Expense,2025-10-25,09:55:11,2025-10-25 09:55:11,25410.62,INR,-25410.62,APK Owner,3,SHARES,MAESTRO-APK-GROUP-TRIP-2279 | Shopping | 25410.62,Android,B46,RAMP_1501_2500,CREATED,idem-20260902-apk-2279,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Shopping,MAESTRO-APK-GROUP-TRIP-2279 | Shopping | 25410.62,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2282,MTR-APK-2282,Group,Shared Experience,Trip,Other,Expense,2026-07-27,00:44:46,2026-07-27 00:44:46,29123.35,INR,-29123.35,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-TRIP-2282 | Other | 29123.35,Android,B46,RAMP_1501_2500,CREATED,idem-20260902-apk-2282,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Other,MAESTRO-APK-GROUP-TRIP-2282 | Other | 29123.35,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2285,MTR-APK-2285,Group,Shared Experience,Wedding,Venue,Expense,2026-06-20,01:33:30,2026-06-20 01:33:30,19700.43,INR,-19700.43,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-WEDDING-2285 | Venue | 19700.43,Android,B46,RAMP_1501_2500,CREATED,idem-20260902-apk-2285,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Venue,MAESTRO-APK-GROUP-WEDDING-2285 | Venue | 19700.43,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2288,MTR-APK-2288,Group,Shared Experience,Wedding,Catering,Expense,2026-03-21,09:06:01,2026-03-21 09:06:01,8126.78,INR,-8126.78,APK Owner,3,EXACT,MAESTRO-APK-GROUP-WEDDING-2288 | Catering | 8126.78,Android,B46,RAMP_1501_2500,CREATED,idem-20260902-apk-2288,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Catering,MAESTRO-APK-GROUP-WEDDING-2288 | Catering | 8126.78,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2291,MTR-APK-2291,Group,Shared Experience,Wedding,Decor,Expense,2026-06-06,13:53:36,2026-06-06 13:53:36,29053.05,INR,-29053.05,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-WEDDING-2291 | Decor | 29053.05,Android,B46,RAMP_1501_2500,CREATED,idem-20260902-apk-2291,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Decor,MAESTRO-APK-GROUP-WEDDING-2291 | Decor | 29053.05,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2294,MTR-APK-2294,Group,Shared Experience,Wedding,Travel,Expense,2025-10-09,23:08:40,2025-10-09 23:08:40,99.99,INR,-99.99,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-WEDDING-2294 | Travel | 99.99,Android,B46,RAMP_1501_2500,CREATED,idem-20260902-apk-2294,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-APK-GROUP-WEDDING-2294 | Travel | 99.99,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
