Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key
1,MTR-APK-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-07-10,13:10:57,2026-07-10 13:10:57,16337.79,INR,-16337.79,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0001
1834,MTR-APK-1834,Personal,Personal,Lifestyle,Shopping,Expense,2026-03-05,13:18:52,2026-03-05 13:18:52,15581.41,INR,-15581.41,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1834 | Shopping | 15581.41,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1834
1835,MTR-APK-1835,Group,Shared Purchase,Purchase,Other,Expense,2026-02-19,07:16:42,2026-02-19 07:16:42,4480.54,INR,-4480.54,APK Meera,3,SHARES,MAESTRO-APK-GROUP-PURCHASE-1835 | Other | 4480.54,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1835
1836,MTR-APK-1836,Business,Business,Team Operations,Hiring,Expense,2026-03-13,11:04:08,2026-03-13 11:04:08,163385.68,INR,-163385.68,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1836 | Hiring | 163385.68,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1836
1837,MTR-APK-1837,Personal,Personal,Lifestyle,Entertainment,Expense,2025-10-11,04:06:00,2025-10-11 04:06:00,4143.3,INR,-4143.3,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1837 | Entertainment | 4143.30,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1837
1838,MTR-APK-1838,Group,Shared Purchase,Assets,Purchase,Expense,2026-02-03,03:28:43,2026-02-03 03:28:43,22468.75,INR,-22468.75,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-ASSETS-1838 | Purchase | 22468.75,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1838
1839,MTR-APK-1839,Business,Business,Team Operations,Team Meal,Expense,2025-11-03,22:10:43,2025-11-03 22:10:43,127467.46,INR,-127467.46,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1839 | Team Meal | 127467.46,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1839
1840,MTR-APK-1840,Personal,Personal,Lifestyle,Travel,Expense,2025-11-15,14:32:27,2025-11-15 14:32:27,5804.32,INR,-5804.32,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1840 | Travel | 5804.32,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1840
1841,MTR-APK-1841,Group,Shared Purchase,Assets,Maintenance,Expense,2026-06-18,03:07:08,2026-06-18 03:07:08,11508.73,INR,-11508.73,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-ASSETS-1841 | Maintenance | 11508.73,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1841
1842,MTR-APK-1842,Business,Business,Team Operations,Travel,Expense,2026-01-23,11:54:52,2026-01-23 11:54:52,133380.96,INR,-133380.96,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1842 | Travel | 133380.96,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1842
1843,MTR-APK-1843,Personal,Personal,Lifestyle,Fitness,Expense,2025-10-12,01:29:54,2025-10-12 01:29:54,16470.87,INR,-16470.87,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1843 | Fitness | 16470.87,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1843
1844,MTR-APK-1844,Group,Shared Purchase,Assets,Repair,Expense,2026-08-28,05:20:32,2026-08-28 05:20:32,24386.36,INR,-24386.36,APK Meera,3,EXACT,MAESTRO-APK-GROUP-ASSETS-1844 | Repair | 24386.36,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1844
1845,MTR-APK-1845,Business,Business,Team Operations,Training,Expense,2026-04-08,17:58:19,2026-04-08 17:58:19,174241.8,INR,-174241.8,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1845 | Training | 174241.80,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1845
1846,MTR-APK-1846,Personal,Personal,Lifestyle,Hobbies,Expense,2026-01-03,23:22:12,2026-01-03 23:22:12,8599.45,INR,-8599.45,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1846 | Hobbies | 8599.45,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1846
1847,MTR-APK-1847,Group,Shared Purchase,Assets,Insurance,Expense,2025-09-08,18:29:52,2025-09-08 18:29:52,20421.32,INR,-20421.32,APK Owner,3,SHARES,MAESTRO-APK-GROUP-ASSETS-1847 | Insurance | 20421.32,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1847
1848,MTR-APK-1848,Business,Business,Team Operations,Tools,Expense,2026-01-26,23:41:23,2026-01-26 23:41:23,176149.56,INR,-176149.56,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1848 | Tools | 176149.56,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1848
1849,MTR-APK-1849,Personal,Personal,Relationships,Gifts,Expense,2025-09-03,16:22:56,2025-09-03 16:22:56,5419.22,INR,-5419.22,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1849 | Gifts | 5419.22,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1849
1850,MTR-APK-1850,Group,Shared Purchase,Assets,Other,Expense,2026-06-24,16:53:14,2026-06-24 16:53:14,99.99,INR,-99.99,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-ASSETS-1850 | Other | 99.99,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1850
1851,MTR-APK-1851,Business,Business,Business Runway,Funding,Income,2025-12-23,10:35:40,2025-12-23 10:35:40,75519.27,INR,75519.27,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1851 | Funding | 75519.27,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1851
1852,MTR-APK-1852,Personal,Personal,Relationships,Dates,Expense,2025-09-12,14:05:42,2025-09-12 14:05:42,10325.77,INR,-10325.77,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1852 | Dates | 10325.77,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1852
1853,MTR-APK-1853,Group,Shared Purchase,Custom Purchase,Custom Expense,Expense,2025-09-12,03:19:59,2025-09-12 03:19:59,19031.7,INR,-19031.7,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-1853 | Custom Expense | 19031.70,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1853
1854,MTR-APK-1854,Business,Business,Business Runway,Revenue,Income,2026-04-02,03:40:00,2026-04-02 03:40:00,94478.92,INR,94478.92,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1854 | Revenue | 94478.92,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1854
1855,MTR-APK-1855,Personal,Personal,Relationships,Family,Expense,2026-07-19,11:09:16,2026-07-19 11:09:16,17295.15,INR,-17295.15,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1855 | Family | 17295.15,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1855
1856,MTR-APK-1856,Group,Shared Purchase,Custom Purchase,Custom Contribution,Contribution,2025-11-02,13:21:51,2025-11-02 13:21:51,13378.67,INR,13378.67,APK Owner,3,EXACT,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-1856 | Custom Contribution | 13378.67,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1856
1857,MTR-APK-1857,Business,Business,Business Runway,Burn,Expense,2025-10-21,05:19:49,2025-10-21 05:19:49,34524.74,INR,-34524.74,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1857 | Burn | 34524.74,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1857
1858,MTR-APK-1858,Personal,Personal,Relationships,Friends,Expense,2026-08-29,22:50:30,2026-08-29 22:50:30,17384.47,INR,-17384.47,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1858 | Friends | 17384.47,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1858
1859,MTR-APK-1859,Group,Shared Living,Flatmates,Rent,Expense,2026-06-28,18:09:10,2026-06-28 18:09:10,24213.14,INR,-24213.14,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FLATMATES-1859 | Rent | 24213.14,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1859
1860,MTR-APK-1860,Business,Business,Business Runway,Reserve,Transfer,2025-10-18,09:47:48,2025-10-18 09:47:48,148645.61,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1860 | Reserve | 148645.61,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1860
1861,MTR-APK-1861,Personal,Personal,Relationships,Celebrations,Expense,2025-12-24,01:20:36,2025-12-24 01:20:36,1977.79,INR,-1977.79,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1861 | Celebrations | 1977.79,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1861
1862,MTR-APK-1862,Group,Shared Living,Flatmates,Utilities,Expense,2026-05-31,09:40:32,2026-05-31 09:40:32,3475.01,INR,-3475.01,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-FLATMATES-1862 | Utilities | 3475.01,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1862
1863,MTR-APK-1863,Business,Business,Business Runway,Loan,Income,2026-03-31,21:06:59,2026-03-31 21:06:59,41046.86,INR,41046.86,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1863 | Loan | 41046.86,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1863
1864,MTR-APK-1864,Personal,Personal,Life Operations,Groceries,Expense,2026-05-13,08:44:46,2026-05-13 08:44:46,8387.97,INR,-8387.97,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1864 | Groceries | 8387.97,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1864
1865,MTR-APK-1865,Group,Shared Living,Flatmates,Groceries,Expense,2026-04-15,09:16:16,2026-04-15 09:16:16,21428.09,INR,-21428.09,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-FLATMATES-1865 | Groceries | 21428.09,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1865
1866,MTR-APK-1866,Business,Business,Business Runway,Investment,Income,2025-10-29,20:06:48,2025-10-29 20:06:48,91399.25,INR,91399.25,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1866 | Investment | 91399.25,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1866
1867,MTR-APK-1867,Personal,Personal,Life Operations,Rent,Expense,2026-08-20,20:49:42,2026-08-20 20:49:42,2147.34,INR,-2147.34,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1867 | Rent | 2147.34,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1867
1868,MTR-APK-1868,Group,Shared Living,Flatmates,Internet,Expense,2025-09-10,08:15:19,2025-09-10 08:15:19,5138.03,INR,-5138.03,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-FLATMATES-1868 | Internet | 5138.03,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1868
1869,MTR-APK-1869,Business,Business,Business Operations,Software,Expense,2025-10-17,14:41:22,2025-10-17 14:41:22,44530.3,INR,-44530.3,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1869 | Software | 44530.30,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1869
1870,MTR-APK-1870,Personal,Personal,Life Operations,Bills,Expense,2026-03-31,04:29:57,2026-03-31 04:29:57,10389.48,INR,-10389.48,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1870 | Bills | 10389.48,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1870
1871,MTR-APK-1871,Group,Shared Living,Flatmates,House Supplies,Expense,2026-05-20,14:11:26,2026-05-20 14:11:26,11959.22,INR,-11959.22,APK Meera,3,SHARES,MAESTRO-APK-GROUP-FLATMATES-1871 | House Supplies | 11959.22,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1871
1872,MTR-APK-1872,Business,Business,Business Operations,Rent,Expense,2026-08-16,08:39:01,2026-08-16 08:39:01,176437.65,INR,-176437.65,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1872 | Rent | 176437.65,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1872
1873,MTR-APK-1873,Personal,Personal,Life Operations,Transport,Expense,2025-12-26,11:47:26,2025-12-26 11:47:26,4934.5,INR,-4934.5,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1873 | Transport | 4934.50,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1873
1874,MTR-APK-1874,Group,Shared Living,Flatmates,Repairs,Expense,2026-05-30,10:27:50,2026-05-30 10:27:50,7031.25,INR,-7031.25,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-FLATMATES-1874 | Repairs | 7031.25,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1874
1875,MTR-APK-1875,Business,Business,Business Operations,Marketing,Expense,2026-07-03,07:43:36,2026-07-03 07:43:36,127892.94,INR,-127892.94,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1875 | Marketing | 127892.94,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1875
1876,MTR-APK-1876,Personal,Personal,Life Operations,Healthcare,Expense,2025-11-06,16:07:25,2025-11-06 16:07:25,1052.05,INR,-1052.05,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1876 | Healthcare | 1052.05,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1876
1877,MTR-APK-1877,Group,Shared Living,Shared Living,Rent,Expense,2026-06-01,23:52:46,2026-06-01 23:52:46,19179.81,INR,-19179.81,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-1877 | Rent | 19179.81,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1877
1878,MTR-APK-1878,Business,Business,Business Operations,Legal,Expense,2025-10-05,12:05:05,2025-10-05 12:05:05,172842.4,INR,-172842.4,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1878 | Legal | 172842.40,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1878
1879,MTR-APK-1879,Personal,Personal,Life Operations,Subscriptions,Expense,2026-04-16,07:53:50,2026-04-16 07:53:50,14894.58,INR,-14894.58,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1879 | Subscriptions | 14894.58,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1879
1880,MTR-APK-1880,Group,Shared Living,Shared Living,Utilities,Expense,2026-06-27,14:40:02,2026-06-27 14:40:02,16642.13,INR,-16642.13,APK Meera,3,EXACT,MAESTRO-APK-GROUP-SHARED_LIVING-1880 | Utilities | 16642.13,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1880
1881,MTR-APK-1881,Business,Business,Business Operations,Accounting,Expense,2025-11-23,11:16:47,2025-11-23 11:16:47,4493.32,INR,-4493.32,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1881 | Accounting | 4493.32,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1881
1882,MTR-APK-1882,Personal,Personal,Life Operations,Repairs,Expense,2025-09-20,04:33:35,2025-09-20 04:33:35,103.8,INR,-103.8,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1882 | Repairs | 103.80,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1882
1883,MTR-APK-1883,Group,Shared Living,Shared Living,Groceries,Expense,2025-09-08,03:16:37,2025-09-08 03:16:37,14802.33,INR,-14802.33,APK Owner,3,SHARES,MAESTRO-APK-GROUP-SHARED_LIVING-1883 | Groceries | 14802.33,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1883
1884,MTR-APK-1884,Business,Business,Business Operations,Equipment,Expense,2026-05-28,22:09:12,2026-05-28 22:09:12,129058.26,INR,-129058.26,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1884 | Equipment | 129058.26,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1884
1885,MTR-APK-1885,Personal,Personal,Future Building,Savings,Transfer,2026-06-27,18:19:10,2026-06-27 18:19:10,10103.75,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1885 | Savings | 10103.75,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1885
1886,MTR-APK-1886,Group,Shared Living,Shared Living,Maintenance,Expense,2026-08-23,00:20:14,2026-08-23 00:20:14,2456.34,INR,-2456.34,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-SHARED_LIVING-1886 | Maintenance | 2456.34,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1886
1887,MTR-APK-1887,Business,Business,Business Operations,Vendor,Expense,2026-08-24,06:45:22,2026-08-24 06:45:22,100.0,INR,-100.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1887 | Vendor | 100.00,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1887
1888,MTR-APK-1888,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-07-21,23:34:58,2026-07-21 23:34:58,923.24,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1888 | Emergency Fund | 923.24,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1888
1889,MTR-APK-1889,Group,Shared Living,Shared Living,Other,Expense,2026-07-31,23:40:08,2026-07-31 23:40:08,416.17,INR,-416.17,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-1889 | Other | 416.17,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1889
1890,MTR-APK-1890,Business,Business,Business Operations,Tax,Expense,2026-02-25,07:38:20,2026-02-25 07:38:20,178951.5,INR,-178951.5,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1890 | Tax | 178951.50,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1890
1891,MTR-APK-1891,Personal,Personal,Future Building,Investments,Investment,2026-03-08,20:50:37,2026-03-08 20:50:37,10634.04,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1891 | Investments | 10634.04,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1891
1892,MTR-APK-1892,Group,Shared Living,Family Household,Utilities,Expense,2026-01-06,09:03:13,2026-01-06 09:03:13,27445.08,INR,-27445.08,APK Owner,3,EXACT,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-1892 | Utilities | 27445.08,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1892
1893,MTR-APK-1893,Business,Business,Team Operations,Payroll,Expense,2026-07-17,08:20:27,2026-07-17 08:20:27,20661.13,INR,-20661.13,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1893 | Payroll | 20661.13,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1893
1894,MTR-APK-1894,Personal,Personal,Future Building,Education,Expense,2026-04-26,21:35:24,2026-04-26 21:35:24,7594.8,INR,-7594.8,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1894 | Education | 7594.80,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1894
1895,MTR-APK-1895,Group,Shared Living,Family Household,Healthcare,Expense,2025-12-16,04:34:45,2025-12-16 04:34:45,25264.23,INR,-25264.23,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-1895 | Healthcare | 25264.23,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1895
1896,MTR-APK-1896,Business,Business,Team Operations,Contractor,Expense,2025-10-17,01:54:59,2025-10-17 01:54:59,35223.01,INR,-35223.01,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1896 | Contractor | 35223.01,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1896
1897,MTR-APK-1897,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-06-19,01:28:10,2026-06-19 01:28:10,5784.53,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1897 | Goal Contribution | 5784.53,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1897
1898,MTR-APK-1898,Group,Shared Living,Family Household,School,Expense,2025-12-28,07:07:22,2025-12-28 07:07:22,21377.48,INR,-21377.48,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-1898 | School | 21377.48,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1898
1899,MTR-APK-1899,Business,Business,Team Operations,Hiring,Expense,2025-12-19,21:24:23,2025-12-19 21:24:23,113262.78,INR,-113262.78,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1899 | Hiring | 113262.78,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1899
1900,MTR-APK-1900,Personal,Personal,Lifestyle,Dining,Expense,2025-11-10,15:00:47,2025-11-10 15:00:47,8850.79,INR,-8850.79,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1900 | Dining | 8850.79,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1900
1901,MTR-APK-1901,Group,Shared Living,Family Household,Other,Expense,2026-02-01,16:19:00,2026-02-01 16:19:00,1152.41,INR,-1152.41,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-1901 | Other | 1152.41,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1901
1902,MTR-APK-1902,Business,Business,Team Operations,Team Meal,Expense,2026-01-04,23:51:20,2026-01-04 23:51:20,59644.96,INR,-59644.96,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1902 | Team Meal | 59644.96,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1902
1903,MTR-APK-1903,Personal,Personal,Lifestyle,Shopping,Expense,2026-06-22,02:48:14,2026-06-22 02:48:14,17706.05,INR,-17706.05,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1903 | Shopping | 17706.05,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1903
1904,MTR-APK-1904,Group,Shared Living,Family Household,Rent,Expense,2025-12-26,22:31:49,2025-12-26 22:31:49,3403.11,INR,-3403.11,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-1904 | Rent | 3403.11,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1904
1905,MTR-APK-1905,Business,Business,Team Operations,Travel,Expense,2025-11-18,07:13:21,2025-11-18 07:13:21,12373.96,INR,-12373.96,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1905 | Travel | 12373.96,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1905
1906,MTR-APK-1906,Personal,Personal,Lifestyle,Entertainment,Expense,2025-09-21,02:16:09,2025-09-21 02:16:09,18227.38,INR,-18227.38,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1906 | Entertainment | 18227.38,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1906
1907,MTR-APK-1907,Group,Shared Living,Family Household,Groceries,Expense,2026-04-13,20:29:33,2026-04-13 20:29:33,8863.03,INR,-8863.03,APK Meera,3,SHARES,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-1907 | Groceries | 8863.03,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1907
1908,MTR-APK-1908,Business,Business,Team Operations,Training,Expense,2026-02-22,22:01:22,2026-02-22 22:01:22,159698.05,INR,-159698.05,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1908 | Training | 159698.05,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1908
1909,MTR-APK-1909,Personal,Personal,Lifestyle,Travel,Expense,2025-12-04,14:24:38,2025-12-04 14:24:38,15730.07,INR,-15730.07,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1909 | Travel | 15730.07,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1909
1910,MTR-APK-1910,Group,Shared Living,Custom Living,Custom Expense,Expense,2026-01-30,00:42:52,2026-01-30 00:42:52,24098.27,INR,-24098.27,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-CUSTOM_LIVING-1910 | Custom Expense | 24098.27,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1910
1911,MTR-APK-1911,Business,Business,Team Operations,Tools,Expense,2025-12-07,09:19:03,2025-12-07 09:19:03,110577.01,INR,-110577.01,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1911 | Tools | 110577.01,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1911
1912,MTR-APK-1912,Personal,Personal,Lifestyle,Fitness,Expense,2025-12-24,16:58:20,2025-12-24 16:58:20,12052.64,INR,-12052.64,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1912 | Fitness | 12052.64,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1912
1913,MTR-APK-1913,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2026-04-28,20:21:01,2026-04-28 20:21:01,27750.72,INR,27750.72,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-CUSTOM_LIVING-1913 | Custom Contribution | 27750.72,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1913
1914,MTR-APK-1914,Business,Business,Business Runway,Funding,Income,2026-07-08,08:30:10,2026-07-08 08:30:10,28088.11,INR,28088.11,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1914 | Funding | 28088.11,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1914
1915,MTR-APK-1915,Personal,Personal,Lifestyle,Hobbies,Expense,2025-09-06,17:02:50,2025-09-06 17:02:50,2723.74,INR,-2723.74,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1915 | Hobbies | 2723.74,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1915
1916,MTR-APK-1916,Group,Shared Experience,Trip,Travel,Expense,2026-05-20,08:20:21,2026-05-20 08:20:21,23764.68,INR,-23764.68,APK Meera,3,EXACT,MAESTRO-APK-GROUP-TRIP-1916 | Travel | 23764.68,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1916
1917,MTR-APK-1917,Business,Business,Business Runway,Revenue,Income,2026-07-23,09:13:12,2026-07-23 09:13:12,172686.31,INR,172686.31,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1917 | Revenue | 172686.31,Android,B39,RAMP_1501_2500,CREATED,idem-20260902-apk-1917
