Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
3,MTR-APK-0003,Business,Business,Team Operations,Payroll,Expense,2026-02-28,00:36:32,2026-02-28 00:36:32,150101.63,INR,-150101.63,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 150101.63,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0003,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 150101.63,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1593,MTR-APK-1593,Business,Business,Team Operations,Training,Expense,2025-12-19,02:52:38,2025-12-19 02:52:38,179719.24,INR,-179719.24,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1593 | Training | 179719.24,Android,B32,RAMP_1501_2500,CREATED,idem-20260902-apk-1593,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1593 | Training | 179719.24,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1596,MTR-APK-1596,Business,Business,Team Operations,Tools,Expense,2025-09-23,20:10:27,2025-09-23 20:10:27,56358.4,INR,-56358.4,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1596 | Tools | 56358.40,Android,B32,RAMP_1501_2500,CREATED,idem-20260902-apk-1596,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1596 | Tools | 56358.40,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1599,MTR-APK-1599,Business,Business,Business Runway,Funding,Income,2025-10-31,07:00:54,2025-10-31 07:00:54,145272.67,INR,145272.67,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1599 | Funding | 145272.67,Android,B32,RAMP_1501_2500,CREATED,idem-20260902-apk-1599,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1599 | Funding | 145272.67,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1602,MTR-APK-1602,Business,Business,Business Runway,Revenue,Income,2025-11-27,07:09:57,2025-11-27 07:09:57,122612.68,INR,122612.68,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1602 | Revenue | 122612.68,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1602,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1602 | Revenue | 122612.68,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1605,MTR-APK-1605,Business,Business,Business Runway,Burn,Expense,2026-05-20,06:04:53,2026-05-20 06:04:53,140621.28,INR,-140621.28,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1605 | Burn | 140621.28,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1605,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1605 | Burn | 140621.28,JOINED,Runway Log Expense
1608,MTR-APK-1608,Business,Business,Business Runway,Reserve,Transfer,2026-04-13,21:24:59,2026-04-13 21:24:59,55450.21,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1608 | Reserve | 55450.21,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1608,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1608 | Reserve | 55450.21,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
1611,MTR-APK-1611,Business,Business,Business Runway,Loan,Income,2026-03-10,15:42:36,2026-03-10 15:42:36,86889.04,INR,86889.04,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1611 | Loan | 86889.04,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1611,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1611 | Loan | 86889.04,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1614,MTR-APK-1614,Business,Business,Business Runway,Investment,Income,2025-10-27,06:23:49,2025-10-27 06:23:49,44987.19,INR,44987.19,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1614 | Investment | 44987.19,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1614,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1614 | Investment | 44987.19,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1617,MTR-APK-1617,Business,Business,Business Operations,Software,Expense,2025-09-01,14:49:10,2025-09-01 14:49:10,63718.53,INR,-63718.53,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1617 | Software | 63718.53,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1617,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1617 | Software | 63718.53,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1620,MTR-APK-1620,Business,Business,Business Operations,Rent,Expense,2026-06-22,23:48:10,2026-06-22 23:48:10,49966.88,INR,-49966.88,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1620 | Rent | 49966.88,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1620,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1620 | Rent | 49966.88,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1623,MTR-APK-1623,Business,Business,Business Operations,Marketing,Expense,2026-08-02,17:35:16,2026-08-02 17:35:16,17138.93,INR,-17138.93,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1623 | Marketing | 17138.93,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1623,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1623 | Marketing | 17138.93,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1626,MTR-APK-1626,Business,Business,Business Operations,Legal,Expense,2025-11-08,18:29:38,2025-11-08 18:29:38,86796.61,INR,-86796.61,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1626 | Legal | 86796.61,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1626,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1626 | Legal | 86796.61,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1629,MTR-APK-1629,Business,Business,Business Operations,Accounting,Expense,2025-09-10,04:57:04,2025-09-10 04:57:04,125099.36,INR,-125099.36,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1629 | Accounting | 125099.36,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1629,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1629 | Accounting | 125099.36,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1632,MTR-APK-1632,Business,Business,Business Operations,Equipment,Expense,2026-08-19,11:24:39,2026-08-19 11:24:39,42558.63,INR,-42558.63,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1632 | Equipment | 42558.63,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1632,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1632 | Equipment | 42558.63,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1635,MTR-APK-1635,Business,Business,Business Operations,Vendor,Expense,2026-03-13,18:12:46,2026-03-13 18:12:46,103262.11,INR,-103262.11,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1635 | Vendor | 103262.11,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1635,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1635 | Vendor | 103262.11,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1638,MTR-APK-1638,Business,Business,Business Operations,Tax,Expense,2025-09-20,04:43:15,2025-09-20 04:43:15,147559.44,INR,-147559.44,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1638 | Tax | 147559.44,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1638,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1638 | Tax | 147559.44,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1641,MTR-APK-1641,Business,Business,Team Operations,Payroll,Expense,2026-02-12,02:38:20,2026-02-12 02:38:20,101766.66,INR,-101766.66,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1641 | Payroll | 101766.66,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1641,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1641 | Payroll | 101766.66,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1644,MTR-APK-1644,Business,Business,Team Operations,Contractor,Expense,2026-08-27,05:21:45,2026-08-27 05:21:45,103158.93,INR,-103158.93,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1644 | Contractor | 103158.93,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1644,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1644 | Contractor | 103158.93,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1647,MTR-APK-1647,Business,Business,Team Operations,Hiring,Expense,2026-07-29,14:01:19,2026-07-29 14:01:19,12640.49,INR,-12640.49,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1647 | Hiring | 12640.49,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1647,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1647 | Hiring | 12640.49,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1650,MTR-APK-1650,Business,Business,Team Operations,Team Meal,Expense,2026-05-12,23:19:25,2026-05-12 23:19:25,55255.47,INR,-55255.47,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1650 | Team Meal | 55255.47,Android,B33,RAMP_1501_2500,CREATED,idem-20260902-apk-1650,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1650 | Team Meal | 55255.47,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1653,MTR-APK-1653,Business,Business,Team Operations,Travel,Expense,2026-06-05,21:44:52,2026-06-05 21:44:52,329.41,INR,-329.41,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1653 | Travel | 329.41,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1653,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1653 | Travel | 329.41,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1656,MTR-APK-1656,Business,Business,Team Operations,Training,Expense,2025-11-06,13:45:05,2025-11-06 13:45:05,54581.03,INR,-54581.03,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1656 | Training | 54581.03,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1656,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1656 | Training | 54581.03,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1659,MTR-APK-1659,Business,Business,Team Operations,Tools,Expense,2026-04-18,12:54:35,2026-04-18 12:54:35,100495.81,INR,-100495.81,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1659 | Tools | 100495.81,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1659,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1659 | Tools | 100495.81,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1662,MTR-APK-1662,Business,Business,Business Runway,Funding,Income,2026-06-10,02:16:42,2026-06-10 02:16:42,139706.47,INR,139706.47,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1662 | Funding | 139706.47,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1662,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1662 | Funding | 139706.47,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1665,MTR-APK-1665,Business,Business,Business Runway,Revenue,Income,2026-03-10,03:08:03,2026-03-10 03:08:03,100.0,INR,100.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1665 | Revenue | 100.00,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1665,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1665 | Revenue | 100.00,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1668,MTR-APK-1668,Business,Business,Business Runway,Burn,Expense,2025-09-08,18:01:55,2025-09-08 18:01:55,179729.77,INR,-179729.77,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1668 | Burn | 179729.77,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1668,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1668 | Burn | 179729.77,JOINED,Runway Log Expense
1671,MTR-APK-1671,Business,Business,Business Runway,Reserve,Transfer,2025-10-09,07:25:22,2025-10-09 07:25:22,79096.16,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1671 | Reserve | 79096.16,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1671,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1671 | Reserve | 79096.16,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
1674,MTR-APK-1674,Business,Business,Business Runway,Loan,Income,2026-04-16,22:05:56,2026-04-16 22:05:56,176667.93,INR,176667.93,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1674 | Loan | 176667.93,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1674,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1674 | Loan | 176667.93,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1677,MTR-APK-1677,Business,Business,Business Runway,Investment,Income,2026-04-18,16:14:05,2026-04-18 16:14:05,178306.35,INR,178306.35,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1677 | Investment | 178306.35,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1677,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1677 | Investment | 178306.35,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1680,MTR-APK-1680,Business,Business,Business Operations,Software,Expense,2026-07-12,13:28:06,2026-07-12 13:28:06,30441.98,INR,-30441.98,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1680 | Software | 30441.98,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1680,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1680 | Software | 30441.98,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1683,MTR-APK-1683,Business,Business,Business Operations,Rent,Expense,2026-02-03,06:58:52,2026-02-03 06:58:52,88622.36,INR,-88622.36,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1683 | Rent | 88622.36,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1683,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1683 | Rent | 88622.36,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1686,MTR-APK-1686,Business,Business,Business Operations,Marketing,Expense,2026-03-16,01:22:02,2026-03-16 01:22:02,93304.23,INR,-93304.23,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1686 | Marketing | 93304.23,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1686,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1686 | Marketing | 93304.23,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1689,MTR-APK-1689,Business,Business,Business Operations,Legal,Expense,2025-09-11,17:09:35,2025-09-11 17:09:35,104492.37,INR,-104492.37,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1689 | Legal | 104492.37,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1689,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1689 | Legal | 104492.37,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1692,MTR-APK-1692,Business,Business,Business Operations,Accounting,Expense,2025-09-05,23:15:07,2025-09-05 23:15:07,136059.38,INR,-136059.38,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1692 | Accounting | 136059.38,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1692,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1692 | Accounting | 136059.38,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1695,MTR-APK-1695,Business,Business,Business Operations,Equipment,Expense,2026-02-17,18:14:41,2026-02-17 18:14:41,131272.67,INR,-131272.67,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1695 | Equipment | 131272.67,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1695,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1695 | Equipment | 131272.67,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1698,MTR-APK-1698,Business,Business,Business Operations,Vendor,Expense,2025-11-16,18:18:31,2025-11-16 18:18:31,52887.72,INR,-52887.72,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1698 | Vendor | 52887.72,Android,B34,RAMP_1501_2500,CREATED,idem-20260902-apk-1698,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1698 | Vendor | 52887.72,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1701,MTR-APK-1701,Business,Business,Business Operations,Tax,Expense,2025-10-24,08:44:31,2025-10-24 08:44:31,124019.88,INR,-124019.88,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1701 | Tax | 124019.88,Android,B35,RAMP_1501_2500,CREATED,idem-20260902-apk-1701,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1701 | Tax | 124019.88,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1704,MTR-APK-1704,Business,Business,Team Operations,Payroll,Expense,2025-12-03,21:23:11,2025-12-03 21:23:11,32600.56,INR,-32600.56,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1704 | Payroll | 32600.56,Android,B35,RAMP_1501_2500,CREATED,idem-20260902-apk-1704,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1704 | Payroll | 32600.56,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1707,MTR-APK-1707,Business,Business,Team Operations,Contractor,Expense,2026-06-01,22:26:57,2026-06-01 22:26:57,60317.51,INR,-60317.51,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1707 | Contractor | 60317.51,Android,B35,RAMP_1501_2500,CREATED,idem-20260902-apk-1707,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1707 | Contractor | 60317.51,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1710,MTR-APK-1710,Business,Business,Team Operations,Hiring,Expense,2025-12-03,02:15:10,2025-12-03 02:15:10,72322.24,INR,-72322.24,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1710 | Hiring | 72322.24,Android,B35,RAMP_1501_2500,CREATED,idem-20260902-apk-1710,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1710 | Hiring | 72322.24,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
