moment_family,moment_subtype,mapping_batch,group_moment_type,screen_id,figma_screen,figma_node,widget_id,figma_widget,widget_type,ui_label,field,table_column,supporting_tables,api_read,api_write,api_contract_excel,excel_mapping_status,android_binding,ios_binding,projection,gx2_status,closure_priority,notes
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W013,Assign To,Multi-member Selector,Assign To,status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.planning_item :: status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W014,Assignee 1,Member Toggle,Member,status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.planning_item :: status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W015,Assignee 2,Member Toggle,Member,status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.planning_item :: status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W016,Assignee 3,Member Toggle,Member,status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.planning_item :: status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W017,Assignee 4,Member Toggle,Member,status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.planning_item :: status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W018,Low Priority,Segmented Control,Low,status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.planning_item :: status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W019,Medium Priority,Segmented Control,Medium,status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.planning_item :: status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W020,High Priority,Segmented Control,High,status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.planning_item :: status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W021,Restaurant Template,Quick Template Chip,Restaurant,status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.planning_item :: status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W022,Activity Template,Quick Template Chip,Activity,status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.planning_item :: status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W023,Travel Template,Quick Template Chip,Travel,status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.planning_item :: status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W024,Meeting Template,Quick Template Chip,Meeting,status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.planning_item :: status / GAP for priority/assignment if UI requires fields beyond planning_item,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W025,Add Notes,Multiline Text Input,Add Notes,description,collaboration.planning_item :: description,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W026,Add Planning Item CTA,Primary Action,Add Planning Item,title; description; due_at; status; created_by_participant_id; version,collaboration.planning_item :: title; description; due_at; status; created_by_participant_id; version,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W027,Itinerary Confirmation Note,Helper / Status Text,Added to group itinerary,N/A,N/A :: N/A,N/A,,,,STATIC,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q05,Update Budget,592:8213,GRP-SE-OFF-Q05-W001,Moment Context Header,Context Display,Office Outing,core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,core.moment + collaboration.shared_experience_context :: core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,N/A,GET /v1/moments/:momentId,,GET /v1/moments/:momentId,MAPPED,GroupBudgetSheet,GroupBudgetSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q05,Update Budget,592:8213,GRP-SE-OFF-Q05-W002,Moment Settings,Navigation Action,Settings,N/A,N/A :: N/A,N/A,,,,STATIC,GroupBudgetSheet,GroupBudgetSheet,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q05,Update Budget,592:8213,GRP-SE-OFF-Q05-W003,Total Spent / Budget Context,Summary Metric,Current financial total,expense_total; budget_total; currency_code; projection_version,projection.group_finance_snapshot + projection.group_finance_position :: expense_total; budget_total; currency_code; projection_version,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,MAPPED,GroupBudgetSheet,GroupBudgetSheet,projection.group_finance_snapshot + projection.group_finance_position,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q05,Update Budget,592:8213,GRP-SE-OFF-Q05-W004,Active Plans / Members Context,Summary Metric,Current active count,group_life.planning_payload; group_pulse.participant_count; projection_version,projection.group_life + projection.group_pulse :: group_life.planning_payload; group_pulse.participant_count; projection_version,N/A,GET /v1/group/moments/:momentId/life and/or pulse,,GET /v1/group/moments/:momentId/life and/or pulse,PARTIAL,GroupBudgetSheet,GroupBudgetSheet,projection.group_life + projection.group_pulse,CLIENT_FIX,P1,Exact combined background-context payload is not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q05,Update Budget,592:8213,GRP-SE-OFF-Q05-W005,Today's Timeline,Section / Timeline,Today's Timeline,planning_payload; projection_version; updated_at,projection.group_life :: planning_payload; projection_version; updated_at,collaboration.planning_item; collaboration.booking; work.task,GET /v1/group/moments/:momentId/life,,GET /v1/group/moments/:momentId/life,PARTIAL,GroupBudgetSheet,GroupBudgetSheet,projection.group_life,CLIENT_FIX,P1,Timeline item payload schema is not explicitly frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q05,Update Budget,592:8213,GRP-SE-OFF-Q05-W006,Timeline Item 1,Timeline Item,Scheduled item,planning_payload; projection_version; updated_at,projection.group_life :: planning_payload; projection_version; updated_at,collaboration.planning_item; collaboration.booking; work.task,GET /v1/group/moments/:momentId/life,,GET /v1/group/moments/:momentId/life,PARTIAL,GroupBudgetSheet,GroupBudgetSheet,projection.group_life,CLIENT_FIX,P1,Timeline item payload schema is not explicitly frozen.
