Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
3,MTR-IOS-0003,Business,Business,Team Operations,Payroll,Expense,2026-04-19,12:08:42,2026-04-19 12:08:42,57453.63,INR,-57453.63,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 57453.63,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0003,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 57453.63,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1632,MTR-IOS-1632,Business,Business,Business Operations,Equipment,Expense,2026-02-14,18:07:58,2026-02-14 18:07:58,12952.4,INR,-12952.4,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1632 | Equipment | 12952.40,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1632,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1632 | Equipment | 12952.40,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1635,MTR-IOS-1635,Business,Business,Business Operations,Vendor,Expense,2026-03-02,04:08:51,2026-03-02 04:08:51,41963.66,INR,-41963.66,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1635 | Vendor | 41963.66,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1635,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1635 | Vendor | 41963.66,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1638,MTR-IOS-1638,Business,Business,Business Operations,Tax,Expense,2025-12-29,03:29:04,2025-12-29 03:29:04,6057.04,INR,-6057.04,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1638 | Tax | 6057.04,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1638,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1638 | Tax | 6057.04,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1641,MTR-IOS-1641,Business,Business,Team Operations,Payroll,Expense,2026-07-31,23:43:55,2026-07-31 23:43:55,63959.82,INR,-63959.82,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1641 | Payroll | 63959.82,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1641,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1641 | Payroll | 63959.82,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1644,MTR-IOS-1644,Business,Business,Team Operations,Contractor,Expense,2026-03-24,20:02:55,2026-03-24 20:02:55,123043.97,INR,-123043.97,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1644 | Contractor | 123043.97,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1644,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1644 | Contractor | 123043.97,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1647,MTR-IOS-1647,Business,Business,Team Operations,Hiring,Expense,2026-01-26,07:21:51,2026-01-26 07:21:51,163110.79,INR,-163110.79,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1647 | Hiring | 163110.79,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1647,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1647 | Hiring | 163110.79,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1650,MTR-IOS-1650,Business,Business,Team Operations,Team Meal,Expense,2026-07-11,04:59:16,2026-07-11 04:59:16,146969.73,INR,-146969.73,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1650 | Team Meal | 146969.73,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1650,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1650 | Team Meal | 146969.73,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1653,MTR-IOS-1653,Business,Business,Team Operations,Travel,Expense,2026-06-11,16:13:56,2026-06-11 16:13:56,4994.08,INR,-4994.08,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1653 | Travel | 4994.08,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1653,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1653 | Travel | 4994.08,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1656,MTR-IOS-1656,Business,Business,Team Operations,Training,Expense,2025-12-24,19:34:22,2025-12-24 19:34:22,63976.29,INR,-63976.29,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1656 | Training | 63976.29,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1656,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1656 | Training | 63976.29,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1659,MTR-IOS-1659,Business,Business,Team Operations,Tools,Expense,2026-06-09,11:39:31,2026-06-09 11:39:31,44421.05,INR,-44421.05,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1659 | Tools | 44421.05,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1659,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1659 | Tools | 44421.05,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1662,MTR-IOS-1662,Business,Business,Business Runway,Funding,Income,2025-11-01,06:51:07,2025-11-01 06:51:07,59612.03,INR,59612.03,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1662 | Funding | 59612.03,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1662,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1662 | Funding | 59612.03,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1665,MTR-IOS-1665,Business,Business,Business Runway,Revenue,Income,2026-01-04,11:19:01,2026-01-04 11:19:01,100.0,INR,100.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1665 | Revenue | 100.00,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1665,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1665 | Revenue | 100.00,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1668,MTR-IOS-1668,Business,Business,Business Runway,Burn,Expense,2025-10-02,10:58:36,2025-10-02 10:58:36,78874.72,INR,-78874.72,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1668 | Burn | 78874.72,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1668,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1668 | Burn | 78874.72,JOINED,Runway Log Expense
1671,MTR-IOS-1671,Business,Business,Business Runway,Reserve,Transfer,2026-08-30,17:08:13,2026-08-30 17:08:13,72835.28,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1671 | Reserve | 72835.28,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1671,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1671 | Reserve | 72835.28,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
1674,MTR-IOS-1674,Business,Business,Business Runway,Loan,Income,2026-06-05,14:12:58,2026-06-05 14:12:58,132841.16,INR,132841.16,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1674 | Loan | 132841.16,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1674,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1674 | Loan | 132841.16,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1677,MTR-IOS-1677,Business,Business,Business Runway,Investment,Income,2026-01-02,04:14:11,2026-01-02 04:14:11,77295.58,INR,77295.58,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1677 | Investment | 77295.58,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1677,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1677 | Investment | 77295.58,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1680,MTR-IOS-1680,Business,Business,Business Operations,Software,Expense,2026-06-08,00:42:59,2026-06-08 00:42:59,161326.32,INR,-161326.32,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1680 | Software | 161326.32,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1680,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1680 | Software | 161326.32,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1683,MTR-IOS-1683,Business,Business,Business Operations,Rent,Expense,2026-07-09,21:35:50,2026-07-09 21:35:50,122248.81,INR,-122248.81,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1683 | Rent | 122248.81,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1683,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1683 | Rent | 122248.81,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1686,MTR-IOS-1686,Business,Business,Business Operations,Marketing,Expense,2025-09-23,06:19:56,2025-09-23 06:19:56,114559.95,INR,-114559.95,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1686 | Marketing | 114559.95,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1686,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1686 | Marketing | 114559.95,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1689,MTR-IOS-1689,Business,Business,Business Operations,Legal,Expense,2026-03-24,13:26:07,2026-03-24 13:26:07,104130.94,INR,-104130.94,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1689 | Legal | 104130.94,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1689,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1689 | Legal | 104130.94,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1692,MTR-IOS-1692,Business,Business,Business Operations,Accounting,Expense,2025-12-17,22:41:38,2025-12-17 22:41:38,113506.89,INR,-113506.89,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1692 | Accounting | 113506.89,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1692,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1692 | Accounting | 113506.89,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1695,MTR-IOS-1695,Business,Business,Business Operations,Equipment,Expense,2025-10-07,19:33:01,2025-10-07 19:33:01,33693.74,INR,-33693.74,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1695 | Equipment | 33693.74,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1695,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1695 | Equipment | 33693.74,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1698,MTR-IOS-1698,Business,Business,Business Operations,Vendor,Expense,2025-11-21,21:30:44,2025-11-21 21:30:44,149993.28,INR,-149993.28,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1698 | Vendor | 149993.28,iPhone,B34,RAMP_1501_2500,CREATED,idem-20260902-ios-1698,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1698 | Vendor | 149993.28,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1701,MTR-IOS-1701,Business,Business,Business Operations,Tax,Expense,2025-11-09,18:58:23,2025-11-09 18:58:23,58888.56,INR,-58888.56,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1701 | Tax | 58888.56,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1701,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1701 | Tax | 58888.56,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1704,MTR-IOS-1704,Business,Business,Team Operations,Payroll,Expense,2025-10-04,22:49:32,2025-10-04 22:49:32,30953.51,INR,-30953.51,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1704 | Payroll | 30953.51,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1704,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1704 | Payroll | 30953.51,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1707,MTR-IOS-1707,Business,Business,Team Operations,Contractor,Expense,2026-06-10,06:16:38,2026-06-10 06:16:38,145538.59,INR,-145538.59,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1707 | Contractor | 145538.59,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1707,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1707 | Contractor | 145538.59,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1710,MTR-IOS-1710,Business,Business,Team Operations,Hiring,Expense,2026-07-09,04:50:14,2026-07-09 04:50:14,94434.17,INR,-94434.17,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1710 | Hiring | 94434.17,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1710,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1710 | Hiring | 94434.17,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1713,MTR-IOS-1713,Business,Business,Team Operations,Team Meal,Expense,2026-03-13,20:12:19,2026-03-13 20:12:19,120396.8,INR,-120396.8,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1713 | Team Meal | 120396.80,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1713,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1713 | Team Meal | 120396.80,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1716,MTR-IOS-1716,Business,Business,Team Operations,Travel,Expense,2025-12-19,05:20:12,2025-12-19 05:20:12,108472.7,INR,-108472.7,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1716 | Travel | 108472.70,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1716,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1716 | Travel | 108472.70,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1719,MTR-IOS-1719,Business,Business,Team Operations,Training,Expense,2025-10-01,15:26:24,2025-10-01 15:26:24,28520.0,INR,-28520.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1719 | Training | 28520.00,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1719,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1719 | Training | 28520.00,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1722,MTR-IOS-1722,Business,Business,Team Operations,Tools,Expense,2025-12-16,09:10:00,2025-12-16 09:10:00,92705.69,INR,-92705.69,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1722 | Tools | 92705.69,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1722,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1722 | Tools | 92705.69,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1725,MTR-IOS-1725,Business,Business,Business Runway,Funding,Income,2026-03-18,09:26:12,2026-03-18 09:26:12,44136.7,INR,44136.7,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1725 | Funding | 44136.70,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1725,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1725 | Funding | 44136.70,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1728,MTR-IOS-1728,Business,Business,Business Runway,Revenue,Income,2025-10-30,16:32:18,2025-10-30 16:32:18,27724.4,INR,27724.4,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1728 | Revenue | 27724.40,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1728,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1728 | Revenue | 27724.40,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1731,MTR-IOS-1731,Business,Business,Business Runway,Burn,Expense,2025-12-29,09:45:47,2025-12-29 09:45:47,14414.46,INR,-14414.46,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1731 | Burn | 14414.46,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1731,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1731 | Burn | 14414.46,JOINED,Runway Log Expense
1734,MTR-IOS-1734,Business,Business,Business Runway,Reserve,Transfer,2026-08-08,17:23:21,2026-08-08 17:23:21,126907.52,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1734 | Reserve | 126907.52,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1734,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1734 | Reserve | 126907.52,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
1737,MTR-IOS-1737,Business,Business,Business Runway,Loan,Income,2026-01-15,06:59:41,2026-01-15 06:59:41,109354.31,INR,109354.31,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1737 | Loan | 109354.31,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1737,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1737 | Loan | 109354.31,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1740,MTR-IOS-1740,Business,Business,Business Runway,Investment,Income,2025-12-22,12:52:44,2025-12-22 12:52:44,977.03,INR,977.03,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1740 | Investment | 977.03,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1740,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1740 | Investment | 977.03,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1743,MTR-IOS-1743,Business,Business,Business Operations,Software,Expense,2025-10-09,19:33:35,2025-10-09 19:33:35,159649.2,INR,-159649.2,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1743 | Software | 159649.20,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1743,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1743 | Software | 159649.20,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1746,MTR-IOS-1746,Business,Business,Business Operations,Rent,Expense,2026-03-25,16:16:31,2026-03-25 16:16:31,85295.38,INR,-85295.38,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1746 | Rent | 85295.38,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1746,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1746 | Rent | 85295.38,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1749,MTR-IOS-1749,Business,Business,Business Operations,Marketing,Expense,2026-05-29,20:22:26,2026-05-29 20:22:26,146892.38,INR,-146892.38,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1749 | Marketing | 146892.38,iPhone,B35,RAMP_1501_2500,CREATED,idem-20260902-ios-1749,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1749 | Marketing | 146892.38,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1752,MTR-IOS-1752,Business,Business,Business Operations,Legal,Expense,2026-02-18,00:04:23,2026-02-18 00:04:23,4738.9,INR,-4738.9,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1752 | Legal | 4738.90,iPhone,B36,RAMP_1501_2500,CREATED,idem-20260902-ios-1752,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1752 | Legal | 4738.90,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
