Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
2,MTR-IOS-0002,Group,Shared Experience,Trip,Travel,Expense,2026-01-01,17:33:29,2026-01-01 17:33:29,26868.32,INR,-26868.32,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-0002 | Travel | 26868.32,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0002,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-IOS-GROUP-TRIP-0002 | Travel | 26868.32,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1460,MTR-IOS-1460,Group,Shared Experience,House Party,Supplies,Expense,2025-09-26,22:30:00,2025-09-26 22:30:00,10616.17,INR,-10616.17,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-HOUSE_PARTY-1460 | Supplies | 10616.17,iPhone,B30,RAMP_501_1500,CREATED,idem-20260902-ios-1460,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Supplies,MAESTRO-IOS-GROUP-HOUSE_PARTY-1460 | Supplies | 10616.17,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1463,MTR-IOS-1463,Group,Shared Experience,House Party,Other,Expense,2025-09-05,02:24:26,2025-09-05 02:24:26,26162.9,INR,-26162.9,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-HOUSE_PARTY-1463 | Other | 26162.90,iPhone,B30,RAMP_501_1500,CREATED,idem-20260902-ios-1463,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-HOUSE_PARTY-1463 | Other | 26162.90,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1466,MTR-IOS-1466,Group,Shared Purchase,Gift Pool,Contribution,Contribution,2026-08-01,23:48:54,2026-08-01 23:48:54,4976.32,INR,4976.32,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-GIFT_POOL-1466 | Contribution | 4976.32,iPhone,B30,RAMP_501_1500,CREATED,idem-20260902-ios-1466,ios,G05,GIFT_POOL,Contribute,G05:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.equal,Contribution,MAESTRO-IOS-GROUP-GIFT_POOL-1466 | Contribution | 4976.32,JOINED,
1469,MTR-IOS-1469,Group,Shared Purchase,Gift Pool,Gift Purchase,Expense,2026-08-26,07:54:04,2026-08-26 07:54:04,4001.08,INR,-4001.08,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-GIFT_POOL-1469 | Gift Purchase | 4001.08,iPhone,B30,RAMP_501_1500,CREATED,idem-20260902-ios-1469,ios,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Gift Purchase,MAESTRO-IOS-GROUP-GIFT_POOL-1469 | Gift Purchase | 4001.08,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1472,MTR-IOS-1472,Group,Shared Purchase,Gift Pool,Delivery,Expense,2026-07-11,12:48:39,2026-07-11 12:48:39,645.93,INR,-645.93,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-GIFT_POOL-1472 | Delivery | 645.93,iPhone,B30,RAMP_501_1500,CREATED,idem-20260902-ios-1472,ios,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Delivery,MAESTRO-IOS-GROUP-GIFT_POOL-1472 | Delivery | 645.93,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1475,MTR-IOS-1475,Group,Shared Purchase,Gift Pool,Other,Expense,2025-12-10,18:16:43,2025-12-10 18:16:43,19065.51,INR,-19065.51,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-GIFT_POOL-1475 | Other | 19065.51,iPhone,B30,RAMP_501_1500,CREATED,idem-20260902-ios-1475,ios,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-GIFT_POOL-1475 | Other | 19065.51,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1478,MTR-IOS-1478,Group,Shared Purchase,Purchase,Item,Expense,2026-02-03,15:33:33,2026-02-03 15:33:33,16573.81,INR,-16573.81,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-PURCHASE-1478 | Item | 16573.81,iPhone,B30,RAMP_501_1500,CREATED,idem-20260902-ios-1478,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Item,MAESTRO-IOS-GROUP-PURCHASE-1478 | Item | 16573.81,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1481,MTR-IOS-1481,Group,Shared Purchase,Purchase,Shipping,Expense,2025-11-18,04:52:08,2025-11-18 04:52:08,2492.46,INR,-2492.46,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-PURCHASE-1481 | Shipping | 2492.46,iPhone,B30,RAMP_501_1500,CREATED,idem-20260902-ios-1481,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Shipping,MAESTRO-IOS-GROUP-PURCHASE-1481 | Shipping | 2492.46,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1484,MTR-IOS-1484,Group,Shared Purchase,Purchase,Tax,Expense,2026-01-04,00:35:04,2026-01-04 00:35:04,21390.01,INR,-21390.01,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-PURCHASE-1484 | Tax | 21390.01,iPhone,B30,RAMP_501_1500,CREATED,idem-20260902-ios-1484,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Tax,MAESTRO-IOS-GROUP-PURCHASE-1484 | Tax | 21390.01,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1487,MTR-IOS-1487,Group,Shared Purchase,Purchase,Other,Expense,2026-04-13,02:17:02,2026-04-13 02:17:02,25297.25,INR,-25297.25,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-PURCHASE-1487 | Other | 25297.25,iPhone,B30,RAMP_501_1500,CREATED,idem-20260902-ios-1487,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-PURCHASE-1487 | Other | 25297.25,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1490,MTR-IOS-1490,Group,Shared Purchase,Assets,Purchase,Expense,2026-07-30,00:05:35,2026-07-30 00:05:35,17951.38,INR,-17951.38,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-ASSETS-1490 | Purchase | 17951.38,iPhone,B30,RAMP_501_1500,CREATED,idem-20260902-ios-1490,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Purchase,MAESTRO-IOS-GROUP-ASSETS-1490 | Purchase | 17951.38,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1493,MTR-IOS-1493,Group,Shared Purchase,Assets,Maintenance,Expense,2025-10-07,07:32:04,2025-10-07 07:32:04,19792.25,INR,-19792.25,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-ASSETS-1493 | Maintenance | 19792.25,iPhone,B30,RAMP_501_1500,CREATED,idem-20260902-ios-1493,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Maintenance,MAESTRO-IOS-GROUP-ASSETS-1493 | Maintenance | 19792.25,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1496,MTR-IOS-1496,Group,Shared Purchase,Assets,Repair,Expense,2026-06-28,03:03:00,2026-06-28 03:03:00,21322.32,INR,-21322.32,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-ASSETS-1496 | Repair | 21322.32,iPhone,B30,RAMP_501_1500,CREATED,idem-20260902-ios-1496,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Repair,MAESTRO-IOS-GROUP-ASSETS-1496 | Repair | 21322.32,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1499,MTR-IOS-1499,Group,Shared Purchase,Assets,Insurance,Expense,2025-10-09,09:10:23,2025-10-09 09:10:23,24038.77,INR,-24038.77,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-ASSETS-1499 | Insurance | 24038.77,iPhone,B30,RAMP_501_1500,CREATED,idem-20260902-ios-1499,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Insurance,MAESTRO-IOS-GROUP-ASSETS-1499 | Insurance | 24038.77,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1502,MTR-IOS-1502,Group,Shared Purchase,Assets,Other,Expense,2025-12-20,21:51:33,2025-12-20 21:51:33,15560.56,INR,-15560.56,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-ASSETS-1502 | Other | 15560.56,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1502,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Other,MAESTRO-IOS-GROUP-ASSETS-1502 | Other | 15560.56,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1505,MTR-IOS-1505,Group,Shared Purchase,Custom Purchase,Custom Expense,Expense,2025-12-22,13:05:34,2025-12-22 13:05:34,15447.87,INR,-15447.87,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-1505 | Custom Expense | 15447.87,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1505,ios,G08,COMMUNITY_PURCHASE,Expense,G08:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Custom Expense,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-1505 | Custom Expense | 15447.87,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1508,MTR-IOS-1508,Group,Shared Purchase,Custom Purchase,Custom Contribution,Contribution,2026-05-13,11:21:38,2026-05-13 11:21:38,5437.85,INR,5437.85,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-1508 | Custom Contribution | 5437.85,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1508,ios,G08,COMMUNITY_PURCHASE,Contribute,G08:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.exact,Custom Contribution,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-1508 | Custom Contribution | 5437.85,JOINED,
1511,MTR-IOS-1511,Group,Shared Living,Flatmates,Rent,Expense,2025-12-20,21:32:37,2025-12-20 21:32:37,19289.71,INR,-19289.71,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-FLATMATES-1511 | Rent | 19289.71,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1511,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Rent,MAESTRO-IOS-GROUP-FLATMATES-1511 | Rent | 19289.71,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1514,MTR-IOS-1514,Group,Shared Living,Flatmates,Utilities,Expense,2025-10-19,10:34:18,2025-10-19 10:34:18,2249.01,INR,-2249.01,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-FLATMATES-1514 | Utilities | 2249.01,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1514,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Utilities,MAESTRO-IOS-GROUP-FLATMATES-1514 | Utilities | 2249.01,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1517,MTR-IOS-1517,Group,Shared Living,Flatmates,Groceries,Expense,2026-05-19,12:50:26,2026-05-19 12:50:26,10000.0,INR,-10000.0,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-FLATMATES-1517 | Groceries | 10000.00,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1517,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Groceries,MAESTRO-IOS-GROUP-FLATMATES-1517 | Groceries | 10000.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1520,MTR-IOS-1520,Group,Shared Living,Flatmates,Internet,Expense,2025-12-29,20:34:53,2025-12-29 20:34:53,17494.83,INR,-17494.83,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-FLATMATES-1520 | Internet | 17494.83,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1520,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Internet,MAESTRO-IOS-GROUP-FLATMATES-1520 | Internet | 17494.83,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1523,MTR-IOS-1523,Group,Shared Living,Flatmates,House Supplies,Expense,2026-03-28,09:57:13,2026-03-28 09:57:13,6263.2,INR,-6263.2,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-FLATMATES-1523 | House Supplies | 6263.20,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1523,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,House Supplies,MAESTRO-IOS-GROUP-FLATMATES-1523 | House Supplies | 6263.20,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1526,MTR-IOS-1526,Group,Shared Living,Flatmates,Repairs,Expense,2025-12-15,03:32:35,2025-12-15 03:32:35,5352.78,INR,-5352.78,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-FLATMATES-1526 | Repairs | 5352.78,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1526,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Repairs,MAESTRO-IOS-GROUP-FLATMATES-1526 | Repairs | 5352.78,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1529,MTR-IOS-1529,Group,Shared Living,Shared Living,Rent,Expense,2026-05-21,14:30:18,2026-05-21 14:30:18,20325.13,INR,-20325.13,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-1529 | Rent | 20325.13,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1529,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Rent,MAESTRO-IOS-GROUP-SHARED_LIVING-1529 | Rent | 20325.13,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1532,MTR-IOS-1532,Group,Shared Living,Shared Living,Utilities,Expense,2025-11-20,22:28:13,2025-11-20 22:28:13,26042.82,INR,-26042.82,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-SHARED_LIVING-1532 | Utilities | 26042.82,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1532,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-IOS-GROUP-SHARED_LIVING-1532 | Utilities | 26042.82,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1535,MTR-IOS-1535,Group,Shared Living,Shared Living,Groceries,Expense,2025-12-07,11:19:33,2025-12-07 11:19:33,24772.0,INR,-24772.0,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-1535 | Groceries | 24772.00,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1535,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-IOS-GROUP-SHARED_LIVING-1535 | Groceries | 24772.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1538,MTR-IOS-1538,Group,Shared Living,Shared Living,Maintenance,Expense,2025-09-20,15:52:49,2025-09-20 15:52:49,3058.56,INR,-3058.56,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-SHARED_LIVING-1538 | Maintenance | 3058.56,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1538,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Maintenance,MAESTRO-IOS-GROUP-SHARED_LIVING-1538 | Maintenance | 3058.56,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1541,MTR-IOS-1541,Group,Shared Living,Shared Living,Other,Expense,2026-06-29,17:49:40,2026-06-29 17:49:40,15071.81,INR,-15071.81,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-1541 | Other | 15071.81,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1541,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-IOS-GROUP-SHARED_LIVING-1541 | Other | 15071.81,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1544,MTR-IOS-1544,Group,Shared Living,Family Household,Groceries,Expense,2026-07-23,23:38:39,2026-07-23 23:38:39,22497.21,INR,-22497.21,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-1544 | Groceries | 22497.21,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1544,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Groceries,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-1544 | Groceries | 22497.21,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1547,MTR-IOS-1547,Group,Shared Living,Family Household,Bills,Expense,2025-09-19,10:11:31,2025-09-19 10:11:31,20938.62,INR,-20938.62,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-1547 | Bills | 20938.62,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1547,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Bills,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-1547 | Bills | 20938.62,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1550,MTR-IOS-1550,Group,Shared Living,Family Household,School,Expense,2025-11-08,01:44:31,2025-11-08 01:44:31,22826.99,INR,-22826.99,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-1550 | School | 22826.99,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1550,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,School,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-1550 | School | 22826.99,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1553,MTR-IOS-1553,Group,Shared Living,Family Household,Healthcare,Expense,2026-04-04,08:05:47,2026-04-04 08:05:47,16241.04,INR,-16241.04,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-1553 | Healthcare | 16241.04,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1553,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Healthcare,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-1553 | Healthcare | 16241.04,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1556,MTR-IOS-1556,Group,Shared Living,Family Household,Home,Expense,2025-12-18,12:30:36,2025-12-18 12:30:36,18389.78,INR,-18389.78,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-1556 | Home | 18389.78,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1556,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Home,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-1556 | Home | 18389.78,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1559,MTR-IOS-1559,Group,Shared Living,Family Household,Other,Expense,2026-03-31,14:28:32,2026-03-31 14:28:32,6056.48,INR,-6056.48,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-1559 | Other | 6056.48,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1559,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-1559 | Other | 6056.48,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1562,MTR-IOS-1562,Group,Shared Living,Custom Living,Custom Expense,Expense,2026-04-28,18:06:30,2026-04-28 18:06:30,20938.51,INR,-20938.51,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-CUSTOM_LIVING-1562 | Custom Expense | 20938.51,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1562,ios,G12,COMMUNITY_LIVING,Expense,G12:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Custom Expense,MAESTRO-IOS-GROUP-CUSTOM_LIVING-1562 | Custom Expense | 20938.51,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1565,MTR-IOS-1565,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2026-07-23,18:14:27,2026-07-23 18:14:27,7023.14,INR,7023.14,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-CUSTOM_LIVING-1565 | Custom Contribution | 7023.14,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1565,ios,G12,COMMUNITY_LIVING,Contribute,G12:Contribute,,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.percentage,Custom Contribution,MAESTRO-IOS-GROUP-CUSTOM_LIVING-1565 | Custom Contribution | 7023.14,SKIP_CAPABILITY_GAP,Custom Living hub has no Contribution tile (same as Family Household)
1568,MTR-IOS-1568,Group,Shared Experience,Trip,Travel,Expense,2026-04-19,17:23:27,2026-04-19 17:23:27,18855.94,INR,-18855.94,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-TRIP-1568 | Travel | 18855.94,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1568,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Travel,MAESTRO-IOS-GROUP-TRIP-1568 | Travel | 18855.94,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1571,MTR-IOS-1571,Group,Shared Experience,Trip,Stay,Expense,2026-07-17,14:56:01,2026-07-17 14:56:01,23419.17,INR,-23419.17,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-TRIP-1571 | Stay | 23419.17,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1571,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Stay,MAESTRO-IOS-GROUP-TRIP-1571 | Stay | 23419.17,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
1574,MTR-IOS-1574,Group,Shared Experience,Trip,Food,Expense,2025-12-26,16:15:41,2025-12-26 16:15:41,18379.27,INR,-18379.27,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-1574 | Food | 18379.27,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1574,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Food,MAESTRO-IOS-GROUP-TRIP-1574 | Food | 18379.27,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
