Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001
2196,MTR-IOS-2196,Business,Business,Business Operations,Accounting,Expense,2026-08-23,05:52:04,2026-08-23 05:52:04,12804.86,INR,-12804.86,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2196 | Accounting | 12804.86,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2196
2197,MTR-IOS-2197,Personal,Personal,Relationships,Dates,Expense,2026-06-19,14:12:03,2026-06-19 14:12:03,2855.95,INR,-2855.95,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2197 | Dates | 2855.95,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2197
2198,MTR-IOS-2198,Group,Shared Purchase,Assets,Other,Expense,2026-03-05,22:26:53,2026-03-05 22:26:53,5267.78,INR,-5267.78,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-ASSETS-2198 | Other | 5267.78,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2198
2199,MTR-IOS-2199,Business,Business,Business Operations,Equipment,Expense,2026-08-24,05:24:12,2026-08-24 05:24:12,41207.12,INR,-41207.12,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2199 | Equipment | 41207.12,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2199
2200,MTR-IOS-2200,Personal,Personal,Relationships,Family,Expense,2026-08-19,21:57:11,2026-08-19 21:57:11,17690.02,INR,-17690.02,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2200 | Family | 17690.02,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2200
2201,MTR-IOS-2201,Group,Shared Purchase,Custom Purchase,Custom Expense,Expense,2025-10-21,03:24:34,2025-10-21 03:24:34,13524.05,INR,-13524.05,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-2201 | Custom Expense | 13524.05,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2201
2202,MTR-IOS-2202,Business,Business,Business Operations,Vendor,Expense,2025-11-12,12:00:20,2025-11-12 12:00:20,146739.45,INR,-146739.45,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2202 | Vendor | 146739.45,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2202
2203,MTR-IOS-2203,Personal,Personal,Relationships,Friends,Expense,2025-10-31,02:39:05,2025-10-31 02:39:05,2115.4,INR,-2115.4,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2203 | Friends | 2115.40,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2203
2204,MTR-IOS-2204,Group,Shared Purchase,Custom Purchase,Custom Contribution,Contribution,2026-05-14,00:58:05,2026-05-14 00:58:05,14680.63,INR,14680.63,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-2204 | Custom Contribution | 14680.63,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2204
2205,MTR-IOS-2205,Business,Business,Business Operations,Tax,Expense,2026-04-03,19:43:21,2026-04-03 19:43:21,101164.73,INR,-101164.73,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2205 | Tax | 101164.73,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2205
2206,MTR-IOS-2206,Personal,Personal,Relationships,Celebrations,Expense,2025-12-15,05:22:56,2025-12-15 05:22:56,13338.49,INR,-13338.49,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2206 | Celebrations | 13338.49,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2206
2207,MTR-IOS-2207,Group,Shared Living,Flatmates,Rent,Expense,2026-08-17,13:11:34,2026-08-17 13:11:34,2006.72,INR,-2006.72,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-FLATMATES-2207 | Rent | 2006.72,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2207
2208,MTR-IOS-2208,Business,Business,Team Operations,Payroll,Expense,2025-12-31,08:56:28,2025-12-31 08:56:28,17252.62,INR,-17252.62,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2208 | Payroll | 17252.62,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2208
2209,MTR-IOS-2209,Personal,Personal,Life Operations,Groceries,Expense,2026-06-20,02:18:33,2026-06-20 02:18:33,1522.89,INR,-1522.89,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2209 | Groceries | 1522.89,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2209
2210,MTR-IOS-2210,Group,Shared Living,Flatmates,Utilities,Expense,2026-01-14,22:56:19,2026-01-14 22:56:19,11321.78,INR,-11321.78,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-FLATMATES-2210 | Utilities | 11321.78,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2210
2211,MTR-IOS-2211,Business,Business,Team Operations,Contractor,Expense,2026-01-13,05:45:01,2026-01-13 05:45:01,66634.08,INR,-66634.08,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2211 | Contractor | 66634.08,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2211
2212,MTR-IOS-2212,Personal,Personal,Life Operations,Rent,Expense,2026-01-16,02:46:44,2026-01-16 02:46:44,961.64,INR,-961.64,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2212 | Rent | 961.64,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2212
2213,MTR-IOS-2213,Group,Shared Living,Flatmates,Groceries,Expense,2025-10-29,16:28:23,2025-10-29 16:28:23,12617.19,INR,-12617.19,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-FLATMATES-2213 | Groceries | 12617.19,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2213
2214,MTR-IOS-2214,Business,Business,Team Operations,Hiring,Expense,2026-03-06,05:31:09,2026-03-06 05:31:09,88649.43,INR,-88649.43,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2214 | Hiring | 88649.43,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2214
2215,MTR-IOS-2215,Personal,Personal,Life Operations,Bills,Expense,2026-07-01,00:48:22,2026-07-01 00:48:22,9995.92,INR,-9995.92,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2215 | Bills | 9995.92,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2215
2216,MTR-IOS-2216,Group,Shared Living,Flatmates,Internet,Expense,2026-08-08,15:11:17,2026-08-08 15:11:17,16842.15,INR,-16842.15,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-FLATMATES-2216 | Internet | 16842.15,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2216
2217,MTR-IOS-2217,Business,Business,Team Operations,Team Meal,Expense,2025-11-25,10:10:33,2025-11-25 10:10:33,83721.1,INR,-83721.1,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2217 | Team Meal | 83721.10,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2217
2218,MTR-IOS-2218,Personal,Personal,Life Operations,Transport,Expense,2025-10-20,12:33:48,2025-10-20 12:33:48,12857.55,INR,-12857.55,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2218 | Transport | 12857.55,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2218
2219,MTR-IOS-2219,Group,Shared Living,Flatmates,House Supplies,Expense,2026-07-12,18:04:18,2026-07-12 18:04:18,17165.12,INR,-17165.12,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-FLATMATES-2219 | House Supplies | 17165.12,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2219
2220,MTR-IOS-2220,Business,Business,Team Operations,Travel,Expense,2026-04-27,06:14:38,2026-04-27 06:14:38,0.01,INR,-0.01,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2220 | Travel | 0.01,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2220
2221,MTR-IOS-2221,Personal,Personal,Life Operations,Healthcare,Expense,2026-05-10,15:10:13,2026-05-10 15:10:13,1445.85,INR,-1445.85,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2221 | Healthcare | 1445.85,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2221
2222,MTR-IOS-2222,Group,Shared Living,Flatmates,Repairs,Expense,2026-01-10,00:10:22,2026-01-10 00:10:22,26562.4,INR,-26562.4,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-FLATMATES-2222 | Repairs | 26562.40,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2222
2223,MTR-IOS-2223,Business,Business,Team Operations,Training,Expense,2026-06-26,20:11:22,2026-06-26 20:11:22,32334.84,INR,-32334.84,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2223 | Training | 32334.84,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2223
2224,MTR-IOS-2224,Personal,Personal,Life Operations,Subscriptions,Expense,2025-10-19,00:56:41,2025-10-19 00:56:41,401.63,INR,-401.63,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2224 | Subscriptions | 401.63,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2224
2225,MTR-IOS-2225,Group,Shared Living,Shared Living,Rent,Expense,2026-02-16,05:16:08,2026-02-16 05:16:08,3681.9,INR,-3681.9,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-2225 | Rent | 3681.90,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2225
2226,MTR-IOS-2226,Business,Business,Team Operations,Tools,Expense,2026-08-18,12:10:47,2026-08-18 12:10:47,28067.5,INR,-28067.5,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2226 | Tools | 28067.50,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2226
2227,MTR-IOS-2227,Personal,Personal,Life Operations,Repairs,Expense,2026-02-15,05:42:34,2026-02-15 05:42:34,11908.28,INR,-11908.28,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2227 | Repairs | 11908.28,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2227
2228,MTR-IOS-2228,Group,Shared Living,Shared Living,Utilities,Expense,2026-08-26,02:46:29,2026-08-26 02:46:29,11317.84,INR,-11317.84,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-SHARED_LIVING-2228 | Utilities | 11317.84,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2228
2229,MTR-IOS-2229,Business,Business,Business Runway,Funding,Income,2025-12-25,15:48:05,2025-12-25 15:48:05,9514.69,INR,9514.69,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2229 | Funding | 9514.69,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2229
2230,MTR-IOS-2230,Personal,Personal,Future Building,Savings,Transfer,2026-07-14,15:00:24,2026-07-14 15:00:24,7802.75,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2230 | Savings | 7802.75,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2230
2231,MTR-IOS-2231,Group,Shared Living,Shared Living,Groceries,Expense,2026-08-24,09:20:06,2026-08-24 09:20:06,23481.83,INR,-23481.83,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-2231 | Groceries | 23481.83,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2231
2232,MTR-IOS-2232,Business,Business,Business Runway,Revenue,Income,2025-11-12,10:35:44,2025-11-12 10:35:44,140507.19,INR,140507.19,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2232 | Revenue | 140507.19,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2232
2233,MTR-IOS-2233,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-06-20,17:36:25,2026-06-20 17:36:25,13263.86,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2233 | Emergency Fund | 13263.86,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2233
2234,MTR-IOS-2234,Group,Shared Living,Shared Living,Maintenance,Expense,2025-10-21,17:29:47,2025-10-21 17:29:47,13047.37,INR,-13047.37,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-SHARED_LIVING-2234 | Maintenance | 13047.37,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2234
2235,MTR-IOS-2235,Business,Business,Business Runway,Burn,Expense,2025-12-01,10:05:57,2025-12-01 10:05:57,95080.82,INR,-95080.82,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2235 | Burn | 95080.82,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2235
2236,MTR-IOS-2236,Personal,Personal,Future Building,Investments,Investment,2026-01-21,14:16:50,2026-01-21 14:16:50,4608.13,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2236 | Investments | 4608.13,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2236
2237,MTR-IOS-2237,Group,Shared Living,Shared Living,Other,Expense,2026-01-12,00:23:05,2026-01-12 00:23:05,4595.79,INR,-4595.79,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-2237 | Other | 4595.79,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2237
2238,MTR-IOS-2238,Business,Business,Business Runway,Reserve,Transfer,2026-02-19,05:15:05,2026-02-19 05:15:05,133964.31,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2238 | Reserve | 133964.31,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2238
2239,MTR-IOS-2239,Personal,Personal,Future Building,Education,Expense,2026-07-06,06:09:17,2026-07-06 06:09:17,8011.42,INR,-8011.42,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2239 | Education | 8011.42,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2239
2240,MTR-IOS-2240,Group,Shared Living,Family Household,Rent,Expense,2026-02-01,14:03:51,2026-02-01 14:03:51,7488.69,INR,-7488.69,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2240 | Rent | 7488.69,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2240
2241,MTR-IOS-2241,Business,Business,Business Runway,Loan,Income,2026-04-08,22:36:33,2026-04-08 22:36:33,15940.14,INR,15940.14,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2241 | Loan | 15940.14,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2241
2242,MTR-IOS-2242,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-07-06,06:26:41,2026-07-06 06:26:41,5114.03,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2242 | Goal Contribution | 5114.03,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2242
2243,MTR-IOS-2243,Group,Shared Living,Family Household,Groceries,Expense,2025-10-22,21:15:48,2025-10-22 21:15:48,3102.36,INR,-3102.36,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2243 | Groceries | 3102.36,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2243
2244,MTR-IOS-2244,Business,Business,Business Runway,Investment,Income,2026-03-09,23:28:41,2026-03-09 23:28:41,95176.76,INR,95176.76,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2244 | Investment | 95176.76,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2244
2245,MTR-IOS-2245,Personal,Personal,Lifestyle,Dining,Expense,2026-03-08,13:38:29,2026-03-08 13:38:29,12617.84,INR,-12617.84,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2245 | Dining | 12617.84,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2245
2246,MTR-IOS-2246,Group,Shared Living,Family Household,Transport,Expense,2025-12-24,13:40:45,2025-12-24 13:40:45,8504.81,INR,-8504.81,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2246 | Transport | 8504.81,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2246
2247,MTR-IOS-2247,Business,Business,Business Operations,Software,Expense,2025-10-29,23:58:27,2025-10-29 23:58:27,74652.16,INR,-74652.16,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2247 | Software | 74652.16,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2247
2248,MTR-IOS-2248,Personal,Personal,Lifestyle,Shopping,Expense,2026-02-25,09:07:07,2026-02-25 09:07:07,9933.05,INR,-9933.05,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2248 | Shopping | 9933.05,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2248
2249,MTR-IOS-2249,Group,Shared Living,Family Household,Bills,Expense,2025-12-21,12:30:28,2025-12-21 12:30:28,19298.82,INR,-19298.82,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2249 | Bills | 19298.82,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2249
2250,MTR-IOS-2250,Business,Business,Business Operations,Rent,Expense,2025-11-27,01:24:45,2025-11-27 01:24:45,116554.17,INR,-116554.17,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2250 | Rent | 116554.17,iPhone,B45,RAMP_1501_2500,CREATED,idem-20260902-ios-2250
2251,MTR-IOS-2251,Personal,Personal,Lifestyle,Entertainment,Expense,2025-10-25,09:25:18,2025-10-25 09:25:18,14313.17,INR,-14313.17,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2251 | Entertainment | 14313.17,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2251
2252,MTR-IOS-2252,Group,Shared Living,Family Household,Utilities,Expense,2025-12-14,02:56:44,2025-12-14 02:56:44,15415.05,INR,-15415.05,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2252 | Utilities | 15415.05,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2252
2253,MTR-IOS-2253,Business,Business,Business Operations,Marketing,Expense,2026-02-13,12:15:58,2026-02-13 12:15:58,83300.41,INR,-83300.41,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2253 | Marketing | 83300.41,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2253
2254,MTR-IOS-2254,Personal,Personal,Lifestyle,Travel,Expense,2026-06-10,15:23:21,2026-06-10 15:23:21,4603.25,INR,-4603.25,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2254 | Travel | 4603.25,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2254
2255,MTR-IOS-2255,Group,Shared Living,Family Household,Healthcare,Expense,2026-08-11,21:04:43,2026-08-11 21:04:43,165.75,INR,-165.75,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2255 | Healthcare | 165.75,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2255
2256,MTR-IOS-2256,Business,Business,Business Operations,Legal,Expense,2026-08-09,07:36:42,2026-08-09 07:36:42,17493.4,INR,-17493.4,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2256 | Legal | 17493.40,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2256
2257,MTR-IOS-2257,Personal,Personal,Lifestyle,Fitness,Expense,2025-11-17,06:11:10,2025-11-17 06:11:10,1.0,INR,-1.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2257 | Fitness | 1.00,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2257
2258,MTR-IOS-2258,Group,Shared Living,Custom Living,Custom Expense,Expense,2026-03-30,08:44:31,2026-03-30 08:44:31,9365.96,INR,-9365.96,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-CUSTOM_LIVING-2258 | Custom Expense | 9365.96,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2258
2259,MTR-IOS-2259,Business,Business,Business Operations,Accounting,Expense,2026-01-30,16:43:59,2026-01-30 16:43:59,150609.21,INR,-150609.21,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2259 | Accounting | 150609.21,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2259
2260,MTR-IOS-2260,Personal,Personal,Lifestyle,Hobbies,Expense,2026-03-21,03:46:27,2026-03-21 03:46:27,6738.61,INR,-6738.61,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2260 | Hobbies | 6738.61,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2260
2261,MTR-IOS-2261,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2026-06-11,02:39:31,2026-06-11 02:39:31,25411.55,INR,25411.55,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-CUSTOM_LIVING-2261 | Custom Contribution | 25411.55,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2261
2262,MTR-IOS-2262,Business,Business,Business Operations,Equipment,Expense,2026-06-05,03:29:13,2026-06-05 03:29:13,76339.95,INR,-76339.95,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2262 | Equipment | 76339.95,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2262
2263,MTR-IOS-2263,Personal,Personal,Relationships,Gifts,Expense,2026-06-16,14:33:26,2026-06-16 14:33:26,13272.14,INR,-13272.14,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2263 | Gifts | 13272.14,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2263
2264,MTR-IOS-2264,Group,Shared Experience,Trip,Travel,Expense,2025-10-29,22:14:41,2025-10-29 22:14:41,18844.24,INR,-18844.24,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-TRIP-2264 | Travel | 18844.24,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2264
2265,MTR-IOS-2265,Business,Business,Business Operations,Vendor,Expense,2026-02-05,02:07:33,2026-02-05 02:07:33,146466.46,INR,-146466.46,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2265 | Vendor | 146466.46,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2265
2266,MTR-IOS-2266,Personal,Personal,Relationships,Dates,Expense,2026-02-01,19:15:29,2026-02-01 19:15:29,9774.13,INR,-9774.13,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2266 | Dates | 9774.13,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2266
2267,MTR-IOS-2267,Group,Shared Experience,Trip,Stay,Expense,2026-06-12,10:53:47,2026-06-12 10:53:47,11087.51,INR,-11087.51,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-TRIP-2267 | Stay | 11087.51,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2267
2268,MTR-IOS-2268,Business,Business,Business Operations,Tax,Expense,2026-04-23,04:11:02,2026-04-23 04:11:02,134614.07,INR,-134614.07,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2268 | Tax | 134614.07,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2268
2269,MTR-IOS-2269,Personal,Personal,Relationships,Family,Expense,2026-01-09,03:56:43,2026-01-09 03:56:43,8137.49,INR,-8137.49,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2269 | Family | 8137.49,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2269
2270,MTR-IOS-2270,Group,Shared Experience,Trip,Food,Expense,2025-10-11,14:36:50,2025-10-11 14:36:50,2382.8,INR,-2382.8,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-2270 | Food | 2382.80,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2270
2271,MTR-IOS-2271,Business,Business,Team Operations,Payroll,Expense,2025-09-27,10:25:11,2025-09-27 10:25:11,79500.53,INR,-79500.53,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2271 | Payroll | 79500.53,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2271
2272,MTR-IOS-2272,Personal,Personal,Relationships,Friends,Expense,2025-09-12,10:33:18,2025-09-12 10:33:18,326.24,INR,-326.24,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2272 | Friends | 326.24,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2272
2273,MTR-IOS-2273,Group,Shared Experience,Trip,Local Transport,Expense,2026-07-04,23:56:52,2026-07-04 23:56:52,16838.33,INR,-16838.33,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-TRIP-2273 | Local Transport | 16838.33,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2273
2274,MTR-IOS-2274,Business,Business,Team Operations,Contractor,Expense,2026-07-11,17:31:58,2026-07-11 17:31:58,81006.49,INR,-81006.49,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2274 | Contractor | 81006.49,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2274
2275,MTR-IOS-2275,Personal,Personal,Relationships,Celebrations,Expense,2026-07-01,10:25:24,2026-07-01 10:25:24,15694.02,INR,-15694.02,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2275 | Celebrations | 15694.02,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2275
2276,MTR-IOS-2276,Group,Shared Experience,Trip,Activities,Expense,2025-11-10,00:26:22,2025-11-10 00:26:22,3431.53,INR,-3431.53,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-TRIP-2276 | Activities | 3431.53,iPhone,B46,RAMP_1501_2500,CREATED,idem-20260902-ios-2276
